Clusters for: Test
-1	-1	0	0	0.485043
-1	-1	0	1	0.882589
-1	-1	0	2	0.699342
-1	-1	0	3	0.148364
-1	-1	0	4	0.389326
-1	-1	0	5	0.49072
-1	-1	0	6	0.0559797
-1	-1	0	7	0.223709
-1	-1	0	8	0.103552
-1	-1	0	9	0.733988
-1	-1	-1	-1	0.952266
-1	-1	0	0	0.94957
0	0	0	1	0.716437
0	1	0	2	0.170555
0	2	0	3	0.269162
0	3	0	4	0.152667
0	4	0	5	0.318318
0	5	0	6	0.0283392
0	6	0	7	0.788502
0	7	0	8	0.277916
0	8	0	9	0.771141
0	9	-1	-1	0.340026
0	0	1	0	0.141051
0	1	1	1	0.846029
0	2	1	2	0.81777
0	3	1	3	0.0992054
0	4	1	4	0.297482
0	5	1	5	0.871507
0	6	1	6	0.413356
0	7	1	7	0.000247951
0	8	1	8	0.972063
0	9	1	9	0.434393
-1	-1	-1	-1	0.311274
-1	-1	1	0	0.644337
1	0	1	1	0.789622
1	1	1	2	0.539144
1	2	1	3	0.659202
1	3	1	4	0.670969
1	4	1	5	0.513575
1	5	1	6	0.647408
1	6	1	7	0.566028
1	7	1	8	0.490525
1	8	1	9	0.494175
1	9	-1	-1	0.857461
1	0	2	0	0.144063
1	1	2	1	0.49515
1	2	2	2	0.361427
1	3	2	3	0.0682231
1	4	2	4	0.0889713
1	5	2	5	0.709098
1	6	2	6	0.265769
1	7	2	7	0.20764
1	8	2	8	0.685462
1	9	2	9	0.884441
-1	-1	-1	-1	0.108758
-1	-1	2	0	0.0506497
2	0	2	1	0.571315
2	1	2	2	0.0550054
2	2	2	3	0.358742
2	3	2	4	0.850182
2	4	2	5	0.831518
2	5	2	6	0.38501
2	6	2	7	0.710134
2	7	2	8	0.456145
2	8	2	9	0.16796
2	9	-1	-1	0.46174
2	0	3	0	0.455395
2	1	3	1	0.858976
2	2	3	2	0.0264927
2	3	3	3	0.774012
2	4	3	4	0.791239
2	5	3	5	0.250094
2	6	3	6	0.939368
2	7	3	7	0.0794039
2	8	3	8	0.0121472
2	9	3	9	0.563501
-1	-1	-1	-1	0.654564
-1	-1	3	0	0.256609
3	0	3	1	0.73727
3	1	3	2	0.76712
3	2	3	3	0.52789
3	3	3	4	0.242476
3	4	3	5	0.512765
3	5	3	6	0.563174
3	6	3	7	0.16873
3	7	3	8	0.587052
3	8	3	9	0.724259
3	9	-1	-1	0.855129
3	0	4	0	0.476377
3	1	4	1	0.327882
3	2	4	2	0.0837495
3	3	4	3	0.800226
3	4	4	4	0.644477
3	5	4	5	0.739563
3	6	4	6	0.856168
3	7	4	7	0.315934
3	8	4	8	0.551157
3	9	4	9	0.414772
-1	-1	-1	-1	0.845314
-1	-1	4	0	0.580562
